#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P27361	uniprotkb:P19419	intact:EBI-73995|uniprotkb:B0LPG3|uniprotkb:A8CZ58|uniprotkb:Q8NHX1	intact:EBI-726632|uniprotkb:O75606|uniprotkb:O95058|uniprotkb:Q969X8|uniprotkb:Q9UJM4|uniprotkb:B2R7H4	psi-mi:mk03_human(display_long)|uniprotkb:ERT2(gene name synonym)|uniprotkb:MAP kinase isoform p44(gene name synonym)|uniprotkb:Microtubule-associated protein 2 kinase(gene name synonym)|uniprotkb:Extracellular signal-regulated kinase 1(gene name synonym)|uniprotkb:Insulin-stimulated MAP2 kinase(gene name synonym)|uniprotkb:p44-ERK1(gene name synonym)|uniprotkb:MAPK3(gene name)|psi-mi:MAPK3(display_short)|uniprotkb:ERK1(gene name synonym)|uniprotkb:PRKM3(gene name synonym)	psi-mi:elk1_human(display_long)|uniprotkb:ELK1(gene name)|psi-mi:ELK1(display_short)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591198|imex:IM-18707-139	intact-miscore:0.61
uniprotkb:P45983	uniprotkb:O14733	intact:EBI-286483|uniprotkb:Q15709|uniprotkb:Q15712|uniprotkb:Q15713|uniprotkb:B7ZLV4|uniprotkb:B5BTZ5|uniprotkb:Q308M2|uniprotkb:D3DX88|uniprotkb:D3DX92	intact:EBI-492605|uniprotkb:O14648|uniprotkb:O14816|uniprotkb:O60452|uniprotkb:O60453|uniprotkb:Q1PG43|uniprotkb:Q8IY10|uniprotkb:B2R9S5|uniprotkb:D6W659	psi-mi:mk08_human(display_long)|uniprotkb:MAPK8(gene name)|psi-mi:MAPK8(display_short)|uniprotkb:JNK1(gene name synonym)|uniprotkb:PRKM8(gene name synonym)|uniprotkb:Stress-activated protein kinase JNK1(gene name synonym)|uniprotkb:c-Jun N-terminal kinase 1(gene name synonym)|uniprotkb:JNK-46(gene name synonym)|uniprotkb:SAPK1(gene name synonym)|uniprotkb:Stress-activated protein kinase 1c(gene name synonym)|uniprotkb:SAPK1C(gene name synonym)	psi-mi:mp2k7_human(display_long)|uniprotkb:MAPK/ERK kinase 7(gene name synonym)|uniprotkb:JNK-activating kinase 2(gene name synonym)|uniprotkb:c-Jun N-terminal kinase kinase 2(gene name synonym)|uniprotkb:MAP2K7(gene name)|psi-mi:MAP2K7(display_short)|uniprotkb:JNKK2(gene name synonym)|uniprotkb:MKK7(gene name synonym)|uniprotkb:PRKMK7(gene name synonym)|uniprotkb:MEK7(gene name synonym)|uniprotkb:Stress-activated protein kinase kinase 4(gene name synonym)|uniprotkb:SKK4(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591209|imex:IM-18707-140	intact-miscore:0.56
uniprotkb:P27361	uniprotkb:Q15349	intact:EBI-73995|uniprotkb:B0LPG3|uniprotkb:A8CZ58|uniprotkb:Q8NHX1	intact:EBI-1384149|uniprotkb:Q15419|uniprotkb:Q59GJ3|uniprotkb:Q5TI68|uniprotkb:Q96J38|uniprotkb:Q9UJN5|uniprotkb:B3KTK9	psi-mi:mk03_human(display_long)|uniprotkb:ERT2(gene name synonym)|uniprotkb:MAP kinase isoform p44(gene name synonym)|uniprotkb:Microtubule-associated protein 2 kinase(gene name synonym)|uniprotkb:Extracellular signal-regulated kinase 1(gene name synonym)|uniprotkb:Insulin-stimulated MAP2 kinase(gene name synonym)|uniprotkb:p44-ERK1(gene name synonym)|uniprotkb:MAPK3(gene name)|psi-mi:MAPK3(display_short)|uniprotkb:ERK1(gene name synonym)|uniprotkb:PRKM3(gene name synonym)	psi-mi:ks6a2_human(display_long)|uniprotkb:RPS6KA2(gene name)|psi-mi:RPS6KA2(display_short)|uniprotkb:RSK3(gene name synonym)|uniprotkb:90 kDa ribosomal protein S6 kinase 2(gene name synonym)|uniprotkb:MAPKAPK1C(gene name synonym)|uniprotkb:Ribosomal S6 kinase 3(gene name synonym)|uniprotkb:pp90RSK3(gene name synonym)|uniprotkb:MAP kinase-activated protein kinase 1c(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591242|imex:IM-18707-143	intact-miscore:0.56
uniprotkb:P28482	uniprotkb:P51812	intact:EBI-959949|uniprotkb:A8CZ64	intact:EBI-1046616|uniprotkb:Q4VAP3|uniprotkb:Q59H26|uniprotkb:Q5JPK8|uniprotkb:Q7Z3Z7|uniprotkb:B2R9V4	psi-mi:mk01_human(display_long)|uniprotkb:MAPK1(gene name)|psi-mi:MAPK1(display_short)|uniprotkb:ERK2(gene name synonym)|uniprotkb:PRKM1(gene name synonym)|uniprotkb:Extracellular signal-regulated kinase 2(gene name synonym)|uniprotkb:Mitogen-activated protein kinase 2(gene name synonym)|uniprotkb:MAP kinase isoform p42(gene name synonym)|uniprotkb:ERT1(gene name synonym)|uniprotkb:PRKM2(gene name synonym)	psi-mi:ks6a3_human(display_long)|uniprotkb:Insulin-stimulated protein kinase 1(gene name synonym)|uniprotkb:MAP kinase-activated protein kinase 1b(gene name synonym)|uniprotkb:90 kDa ribosomal protein S6 kinase 3(gene name synonym)|uniprotkb:MAPKAPK1B(gene name synonym)|uniprotkb:Ribosomal S6 kinase 2(gene name synonym)|uniprotkb:pp90RSK2(gene name synonym)|uniprotkb:RPS6KA3(gene name)|psi-mi:RPS6KA3(display_short)|uniprotkb:ISPK1(gene name synonym)|uniprotkb:RSK2(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591231|imex:IM-18707-142	intact-miscore:0.68
uniprotkb:P46734	uniprotkb:P52564	intact:EBI-602462|uniprotkb:Q99441|uniprotkb:Q9UE71|uniprotkb:Q9UE72|uniprotkb:B3KSK7	intact:EBI-448135	psi-mi:mp2k3_human(display_long)|uniprotkb:MAPK/ERK kinase 3(gene name synonym)|uniprotkb:MAP2K3(gene name)|psi-mi:MAP2K3(display_short)|uniprotkb:MEK3(gene name synonym)|uniprotkb:MKK3(gene name synonym)|uniprotkb:PRKMK3(gene name synonym)|uniprotkb:SKK2(gene name synonym)|uniprotkb:Stress-activated protein kinase kinase 2(gene name synonym)	psi-mi:mp2k6_human(display_long)|uniprotkb:MAPK/ERK kinase 6(gene name synonym)|uniprotkb:PRKMK6(gene name synonym)|uniprotkb:MAP2K6(gene name)|psi-mi:MAP2K6(display_short)|uniprotkb:MEK6(gene name synonym)|uniprotkb:MKK6(gene name synonym)|uniprotkb:Stress-activated protein kinase kinase 3(gene name synonym)|uniprotkb:SKK3(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591220|imex:IM-18707-141	intact-miscore:0.40
uniprotkb:P51812	uniprotkb:P27361	intact:EBI-1046616|uniprotkb:Q4VAP3|uniprotkb:Q59H26|uniprotkb:Q5JPK8|uniprotkb:Q7Z3Z7|uniprotkb:B2R9V4	intact:EBI-73995|uniprotkb:B0LPG3|uniprotkb:A8CZ58|uniprotkb:Q8NHX1	psi-mi:ks6a3_human(display_long)|uniprotkb:Insulin-stimulated protein kinase 1(gene name synonym)|uniprotkb:MAP kinase-activated protein kinase 1b(gene name synonym)|uniprotkb:90 kDa ribosomal protein S6 kinase 3(gene name synonym)|uniprotkb:MAPKAPK1B(gene name synonym)|uniprotkb:Ribosomal S6 kinase 2(gene name synonym)|uniprotkb:pp90RSK2(gene name synonym)|uniprotkb:RPS6KA3(gene name)|psi-mi:RPS6KA3(display_short)|uniprotkb:ISPK1(gene name synonym)|uniprotkb:RSK2(gene name synonym)	psi-mi:mk03_human(display_long)|uniprotkb:ERT2(gene name synonym)|uniprotkb:MAP kinase isoform p44(gene name synonym)|uniprotkb:Microtubule-associated protein 2 kinase(gene name synonym)|uniprotkb:Extracellular signal-regulated kinase 1(gene name synonym)|uniprotkb:Insulin-stimulated MAP2 kinase(gene name synonym)|uniprotkb:p44-ERK1(gene name synonym)|uniprotkb:MAPK3(gene name)|psi-mi:MAPK3(display_short)|uniprotkb:ERK1(gene name synonym)|uniprotkb:PRKM3(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591253|imex:IM-18707-144	intact-miscore:0.40
uniprotkb:P12034	uniprotkb:P22455	intact:EBI-6591278|uniprotkb:Q8NF90|uniprotkb:O75846|uniprotkb:B2R554|uniprotkb:Q3Y8M3	intact:EBI-6256193|uniprotkb:G3JVM2|uniprotkb:G3JVM5|uniprotkb:G3JVM7|uniprotkb:G3JVM9|uniprotkb:Q96KE5|dip:DIP-5149N|uniprotkb:O43785|uniprotkb:Q14309|uniprotkb:Q71TW8|uniprotkb:Q8TDA0	psi-mi:fgf5_human(display_long)|uniprotkb:FGF5(gene name)|psi-mi:FGF5(display_short)|uniprotkb:Heparin-binding growth factor 5(gene name synonym)|uniprotkb:Smag-82(gene name synonym)	psi-mi:fgfr4_human(display_long)|uniprotkb:FGFR4(gene name)|psi-mi:FGFR4(display_short)|uniprotkb:JTK2(gene name synonym)|uniprotkb:TKF(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591275|imex:IM-18707-146	intact-miscore:0.40
uniprotkb:P05230	uniprotkb:P22455	intact:EBI-698068|uniprotkb:P07502|uniprotkb:Q16588|uniprotkb:B2R5T0|uniprotkb:D3DQF2	intact:EBI-6256193|uniprotkb:G3JVM2|uniprotkb:G3JVM5|uniprotkb:G3JVM7|uniprotkb:G3JVM9|uniprotkb:Q96KE5|dip:DIP-5149N|uniprotkb:O43785|uniprotkb:Q14309|uniprotkb:Q71TW8|uniprotkb:Q8TDA0	psi-mi:fgf1_human(display_long)|uniprotkb:Acidic fibroblast growth factor(gene name synonym)|uniprotkb:FGF1(gene name)|psi-mi:FGF1(display_short)|uniprotkb:FGFA(gene name synonym)|uniprotkb:Heparin-binding growth factor 1(gene name synonym)|uniprotkb:Endothelial cell growth factor(gene name synonym)	psi-mi:fgfr4_human(display_long)|uniprotkb:FGFR4(gene name)|psi-mi:FGFR4(display_short)|uniprotkb:JTK2(gene name synonym)|uniprotkb:TKF(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591264|imex:IM-18707-145	intact-miscore:0.40
uniprotkb:O43318	uniprotkb:O14733	intact:EBI-358684|uniprotkb:O43317|uniprotkb:O43319|uniprotkb:Q9NZ70|uniprotkb:Q9NTR3|uniprotkb:E1P523|uniprotkb:Q5TDN2|uniprotkb:Q5TDN3|uniprotkb:B2RE27|uniprotkb:Q5TDT7	intact:EBI-492605|uniprotkb:O14648|uniprotkb:O14816|uniprotkb:O60452|uniprotkb:O60453|uniprotkb:Q1PG43|uniprotkb:Q8IY10|uniprotkb:B2R9S5|uniprotkb:D6W659	psi-mi:m3k7_human(display_long)|uniprotkb:MAP3K7(gene name)|psi-mi:MAP3K7(display_short)|uniprotkb:TAK1(gene name synonym)|uniprotkb:Transforming growth factor-beta-activated kinase 1(gene name synonym)	psi-mi:mp2k7_human(display_long)|uniprotkb:MAPK/ERK kinase 7(gene name synonym)|uniprotkb:JNK-activating kinase 2(gene name synonym)|uniprotkb:c-Jun N-terminal kinase kinase 2(gene name synonym)|uniprotkb:MAP2K7(gene name)|psi-mi:MAP2K7(display_short)|uniprotkb:JNKK2(gene name synonym)|uniprotkb:MKK7(gene name synonym)|uniprotkb:PRKMK7(gene name synonym)|uniprotkb:MEK7(gene name synonym)|uniprotkb:Stress-activated protein kinase kinase 4(gene name synonym)|uniprotkb:SKK4(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591295|imex:IM-18707-147	intact-miscore:0.70
uniprotkb:Q99558	uniprotkb:O15111	intact:EBI-358011|uniprotkb:Q8IYN1|uniprotkb:A8K2D8|uniprotkb:D3DX67	intact:EBI-81249|uniprotkb:O14666|uniprotkb:Q13132|uniprotkb:Q5W0I4|uniprotkb:Q92467	psi-mi:m3k14_human(display_long)|uniprotkb:MAP3K14(gene name)|psi-mi:MAP3K14(display_short)|uniprotkb:NIK(gene name synonym)|uniprotkb:Serine/threonine-protein kinase NIK(gene name synonym)|uniprotkb:NF-kappa-beta-inducing kinase(gene name synonym)	psi-mi:ikka_human(display_long)|uniprotkb:CHUK(gene name)|psi-mi:CHUK(display_short)|uniprotkb:IKKA(gene name synonym)|uniprotkb:TCF16(gene name synonym)|uniprotkb:I-kappa-B kinase 1(gene name synonym)|uniprotkb:Conserved helix-loop-helix ubiquitous kinase(gene name synonym)|uniprotkb:Nuclear factor NF-kappa-B inhibitor kinase alpha(gene name synonym)|uniprotkb:Transcription factor 16(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591339|imex:IM-18707-151	intact-miscore:0.93
uniprotkb:O15111	uniprotkb:O43318	intact:EBI-81249|uniprotkb:O14666|uniprotkb:Q13132|uniprotkb:Q5W0I4|uniprotkb:Q92467	intact:EBI-358684|uniprotkb:O43317|uniprotkb:O43319|uniprotkb:Q9NZ70|uniprotkb:Q9NTR3|uniprotkb:E1P523|uniprotkb:Q5TDN2|uniprotkb:Q5TDN3|uniprotkb:B2RE27|uniprotkb:Q5TDT7	psi-mi:ikka_human(display_long)|uniprotkb:CHUK(gene name)|psi-mi:CHUK(display_short)|uniprotkb:IKKA(gene name synonym)|uniprotkb:TCF16(gene name synonym)|uniprotkb:I-kappa-B kinase 1(gene name synonym)|uniprotkb:Conserved helix-loop-helix ubiquitous kinase(gene name synonym)|uniprotkb:Nuclear factor NF-kappa-B inhibitor kinase alpha(gene name synonym)|uniprotkb:Transcription factor 16(gene name synonym)	psi-mi:m3k7_human(display_long)|uniprotkb:MAP3K7(gene name)|psi-mi:MAP3K7(display_short)|uniprotkb:TAK1(gene name synonym)|uniprotkb:Transforming growth factor-beta-activated kinase 1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591317|imex:IM-18707-149	intact-miscore:0.56
uniprotkb:O43318	uniprotkb:Q04206	intact:EBI-358684|uniprotkb:O43317|uniprotkb:O43319|uniprotkb:Q9NZ70|uniprotkb:Q9NTR3|uniprotkb:E1P523|uniprotkb:Q5TDN2|uniprotkb:Q5TDN3|uniprotkb:B2RE27|uniprotkb:Q5TDT7	intact:EBI-73886|uniprotkb:Q6GTV1|uniprotkb:Q6SLK1|dip:DIP-24238N	psi-mi:m3k7_human(display_long)|uniprotkb:MAP3K7(gene name)|psi-mi:MAP3K7(display_short)|uniprotkb:TAK1(gene name synonym)|uniprotkb:Transforming growth factor-beta-activated kinase 1(gene name synonym)	psi-mi:tf65_human(display_long)|uniprotkb:Nuclear factor NF-kappa-B p65 subunit(gene name synonym)|uniprotkb:RELA(gene name)|psi-mi:RELA(display_short)|uniprotkb:NFKB3(gene name synonym)|uniprotkb:Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591306|imex:IM-18707-148	intact-miscore:0.40
uniprotkb:Q14934	uniprotkb:Q16539	intact:EBI-3905796|uniprotkb:B5B2V3|uniprotkb:B5B2V0|uniprotkb:B5B2W1|uniprotkb:B5B2V9|uniprotkb:B5B2V7|uniprotkb:B5B2U8|uniprotkb:B5B2W4|uniprotkb:B5B2W0|uniprotkb:B5B2W2|uniprotkb:B5B2U7|uniprotkb:B5B2W8|uniprotkb:Q96H68|uniprotkb:B5B2V5|uniprotkb:B5B2W6|uniprotkb:B5B2V4|uniprotkb:B5B2X0|uniprotkb:B5B2W5|uniprotkb:B5B2W9|uniprotkb:B5B2V2|uniprotkb:B4DDG5|uniprotkb:B5B2U9|uniprotkb:B5B2V1|uniprotkb:B5B2V8|uniprotkb:B5B2W7|uniprotkb:B4DY55|uniprotkb:B5B2W3|uniprotkb:Q7Z598	intact:EBI-73946|uniprotkb:A8K6P4|uniprotkb:B0LPH0|uniprotkb:A6ZJ92|uniprotkb:O60776|uniprotkb:Q13083|uniprotkb:Q14084|uniprotkb:Q8TDX0|uniprotkb:B5TY32	psi-mi:nfac4_human(display_long)|uniprotkb:NFATC4(gene name)|psi-mi:NFATC4(display_short)|uniprotkb:NFAT3(gene name synonym)|uniprotkb:T-cell transcription factor NFAT3(gene name synonym)	psi-mi:mk14_human(display_long)|uniprotkb:Mitogen-activated protein kinase p38 alpha(gene name synonym)|uniprotkb:Cytokine suppressive anti-inflammatory drug-binding protein(gene name synonym)|uniprotkb:MAX-interacting protein 2(gene name synonym)|uniprotkb:MAP kinase MXI2(gene name synonym)|uniprotkb:SAPK2A(gene name synonym)|uniprotkb:MAPK14(gene name)|psi-mi:MAPK14(display_short)|uniprotkb:CSBP(gene name synonym)|uniprotkb:CSBP1(gene name synonym)|uniprotkb:CSBP2(gene name synonym)|uniprotkb:CSPB1(gene name synonym)|uniprotkb:MXI2(gene name synonym)|uniprotkb:Stress-activated protein kinase 2a(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591328|imex:IM-18707-150	intact-miscore:0.40
uniprotkb:Q6R327	uniprotkb:P31749	intact:EBI-1387196|uniprotkb:Q68DT5|uniprotkb:Q86UB7|uniprotkb:Q8N3A0|uniprotkb:Q8NCM6|uniprotkb:B2RNX0|uniprotkb:B7ZMF7	intact:EBI-296087|uniprotkb:Q9BWB6|uniprotkb:B2RAM5|dip:DIP-24269N|uniprotkb:B7Z5R1	psi-mi:rictr_human(display_long)|uniprotkb:RICTOR(gene name)|psi-mi:RICTOR(display_short)|uniprotkb:KIAA1999(gene name synonym)|uniprotkb:AVO3 homolog(gene name synonym)	psi-mi:akt1_human(display_long)|uniprotkb:AKT1(gene name)|psi-mi:AKT1(display_short)|uniprotkb:PKB(gene name synonym)|uniprotkb:RAC(gene name synonym)|uniprotkb:RAC-PK-alpha(gene name synonym)|uniprotkb:Protein kinase B(gene name synonym)|uniprotkb:Proto-oncogene c-Akt(gene name synonym)|uniprotkb:Protein kinase B alpha(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591361|imex:IM-18707-153	intact-miscore:0.40
uniprotkb:Q7RTN6	uniprotkb:Q15831	intact:EBI-1109114|uniprotkb:Q5JPI2|uniprotkb:Q7Z4K9|uniprotkb:Q8NC31|uniprotkb:Q8NCF1|uniprotkb:Q9H272|uniprotkb:B4DDE3|uniprotkb:B4DW17|uniprotkb:J3KTC9	intact:EBI-306838|uniprotkb:E7EW76|uniprotkb:B2RBX7	psi-mi:straa_human(display_long)|uniprotkb:STRADA(gene name)|psi-mi:STRADA(display_short)|uniprotkb:Serologically defined breast cancer antigen NY-BR-96(gene name synonym)|uniprotkb:STRAD(gene name synonym)|uniprotkb:LYK5(gene name synonym)|uniprotkb:STE20-related adapter protein(gene name synonym)	psi-mi:stk11_human(display_long)|uniprotkb:STK11(gene name)|psi-mi:STK11(display_short)|uniprotkb:LKB1(gene name synonym)|uniprotkb:PJS(gene name synonym)|uniprotkb:Liver kinase B1(gene name synonym)|uniprotkb:Renal carcinoma antigen NY-REN-19(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591372|imex:IM-18707-154	intact-miscore:0.91
uniprotkb:O43318	uniprotkb:Q9UBE8	intact:EBI-358684|uniprotkb:O43317|uniprotkb:O43319|uniprotkb:Q9NZ70|uniprotkb:Q9NTR3|uniprotkb:E1P523|uniprotkb:Q5TDN2|uniprotkb:Q5TDN3|uniprotkb:B2RE27|uniprotkb:Q5TDT7	intact:EBI-366978|uniprotkb:Q6P2A3|uniprotkb:Q2PNI9|uniprotkb:B2RCX1	psi-mi:m3k7_human(display_long)|uniprotkb:MAP3K7(gene name)|psi-mi:MAP3K7(display_short)|uniprotkb:TAK1(gene name synonym)|uniprotkb:Transforming growth factor-beta-activated kinase 1(gene name synonym)	psi-mi:nlk_human(display_long)|uniprotkb:NLK(gene name)|psi-mi:NLK(display_short)|uniprotkb:LAK1(gene name synonym)|uniprotkb:Nemo-like kinase(gene name synonym)|uniprotkb:Protein LAK1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591350|imex:IM-18707-152	intact-miscore:0.62
uniprotkb:Q15831	uniprotkb:Q9Y376	intact:EBI-306838|uniprotkb:E7EW76|uniprotkb:B2RBX7	intact:EBI-306905|uniprotkb:A8K8L7	psi-mi:stk11_human(display_long)|uniprotkb:STK11(gene name)|psi-mi:STK11(display_short)|uniprotkb:LKB1(gene name synonym)|uniprotkb:PJS(gene name synonym)|uniprotkb:Liver kinase B1(gene name synonym)|uniprotkb:Renal carcinoma antigen NY-REN-19(gene name synonym)	psi-mi:cab39_human(display_long)|uniprotkb:CAB39(gene name)|psi-mi:CAB39(display_short)|uniprotkb:CGI-66(orf name)|uniprotkb:MO25alpha(gene name synonym)|uniprotkb:MO25(gene name synonym)|uniprotkb:Protein Mo25(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591405|imex:IM-18707-157	intact-miscore:0.92
uniprotkb:Q6R327	uniprotkb:P23443	intact:EBI-1387196|uniprotkb:Q68DT5|uniprotkb:Q86UB7|uniprotkb:Q8N3A0|uniprotkb:Q8NCM6|uniprotkb:B2RNX0|uniprotkb:B7ZMF7	intact:EBI-1775921|uniprotkb:B2R779|uniprotkb:B4DTG1|uniprotkb:F6UYM1|intact:EBI-11107861|uniprotkb:B4DLT4|uniprotkb:E7ESB8|uniprotkb:Q7Z721	psi-mi:rictr_human(display_long)|uniprotkb:RICTOR(gene name)|psi-mi:RICTOR(display_short)|uniprotkb:KIAA1999(gene name synonym)|uniprotkb:AVO3 homolog(gene name synonym)	psi-mi:ks6b1_human(display_long)|uniprotkb:RPS6KB1(gene name)|psi-mi:RPS6KB1(display_short)|uniprotkb:STK14A(gene name synonym)|uniprotkb:Ribosomal protein S6 kinase I(gene name synonym)|uniprotkb:p70 ribosomal S6 kinase alpha(gene name synonym)|uniprotkb:70 kDa ribosomal protein S6 kinase 1(gene name synonym)|uniprotkb:Serine/threonine-protein kinase 14A(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591383|imex:IM-18707-155	intact-miscore:0.40
uniprotkb:P54646	uniprotkb:Q15831	intact:EBI-1383852|uniprotkb:Q9H1E8|uniprotkb:Q9UD43	intact:EBI-306838|uniprotkb:E7EW76|uniprotkb:B2RBX7	psi-mi:aapk2_human(display_long)|uniprotkb:PRKAA2(gene name)|psi-mi:PRKAA2(display_short)|uniprotkb:AMPK(gene name synonym)|uniprotkb:AMPK2(gene name synonym)|uniprotkb:Acetyl-CoA carboxylase kinase(gene name synonym)|uniprotkb:Hydroxymethylglutaryl-CoA reductase kinase(gene name synonym)	psi-mi:stk11_human(display_long)|uniprotkb:STK11(gene name)|psi-mi:STK11(display_short)|uniprotkb:LKB1(gene name synonym)|uniprotkb:PJS(gene name synonym)|uniprotkb:Liver kinase B1(gene name synonym)|uniprotkb:Renal carcinoma antigen NY-REN-19(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591394|imex:IM-18707-156	intact-miscore:0.40
